date,OT1,OT2,OT3,OT4,OT5,OT6,OT7,OT8,OT9,OT10
2023-01-02 09:00:00,97.909643,4.662334,56.142576,33.768322,40.819166,8.705757,135.587903,42.337017,147.711865,-10.421088
2023-01-02 10:00:00,68.486113,-7.488298,44.113368,31.082959,20.971509,-19.591963,79.983548,-78.289827,60.614773,-74.815504
2023-01-02 11:00:00,-52.683411,-2.920219,10.39273,0.46478,-24.739636,-75.961118,-36.707781,-119.420541,-72.322496,-114.991383
2023-01-02 12:00:00,-109.447088,-15.393013,18.474014,-51.263454,-48.162038,-90.522526,-68.516369,-49.148779,-82.947384,-104.344461
2023-01-02 13:00:00,-128.727852,-36.708787,61.813073,-117.562428,-58.134713,-67.994234,-93.228397,18.215696,-51.3468,-109.391186
2023-01-02 14:00:00,-96.488721,-25.036675,67.98458,-92.771792,-34.378884,-49.296026,-84.36822,-46.112904,-39.367151,-134.302971
2023-01-02 15:00:00,-37.18507,29.121228,59.030773,5.550748,52.258111,-5.278293,5.080484,-192.327106,-86.722574,-128.39329
2023-01-02 16:00:00,-22.833092,40.508628,52.168127,57.236014,39.226988,24.845507,57.746847,-159.81844,-191.437242,-81.236194
2023-01-02 17:00:00,-27.858732,5.421609,42.970977,74.959654,-8.231326,-0.104726,25.952638,-133.324046,-215.879762,-104.333393
2023-01-02 18:00:00,-33.944719,-78.609551,35.109929,78.205639,-71.980249,-52.26377,-58.979464,-120.363342,-183.061119,-151.134234
2023-01-02 19:00:00,-34.962049,-95.199221,37.946184,40.88875,-84.675711,-29.852411,-81.625516,-107.947359,-138.464298,-154.380954
2023-01-02 20:00:00,-33.174199,-55.161822,-3.31194,-48.455386,-90.047622,59.820662,-87.235315,-78.646369,-42.200581,-188.328878
2023-01-02 21:00:00,-5.569941,-2.484018,-26.430189,-42.045984,-56.549931,97.867753,-57.64001,-54.817521,-7.433147,-171.764148
2023-01-02 22:00:00,113.99207,118.849178,42.893256,92.210671,97.917339,151.346481,59.655593,90.964755,51.698495,-12.894168
2023-01-02 23:00:00,168.456625,154.84322,106.973985,170.588114,175.603691,168.135624,122.451041,187.63051,80.940679,49.864799
2023-01-03 00:00:00,177.514673,140.875772,141.740837,220.659714,199.562664,210.285572,197.447642,266.576659,92.644332,63.164677
2023-01-03 01:00:00,115.003774,85.242995,96.49892,141.163991,55.817512,232.927464,143.470868,201.687921,50.669186,58.611406
2023-01-03 02:00:00,114.183233,71.218407,69.867259,109.989289,-9.454061,218.022388,82.694861,178.349366,52.080268,45.362917
2023-01-03 03:00:00,118.055785,53.697883,3.417604,61.328494,-58.980839,128.653187,-27.402385,175.274453,121.083852,-25.305848
2023-01-03 04:00:00,79.918363,56.182977,-3.909604,30.381576,-66.0189,73.591241,-54.15944,179.779226,150.778303,-38.352441
2023-01-03 05:00:00,-32.741252,76.894291,51.859488,16.44534,-83.634263,38.844954,-43.595164,200.651293,109.854281,36.755076
2023-01-03 06:00:00,-70.901846,59.557259,68.212929,21.460206,-71.1543,51.608453,-33.355439,207.169275,57.842792,88.117952
2023-01-03 07:00:00,-49.955249,-7.087451,46.708972,-1.836349,15.509842,59.338921,-12.517513,192.170513,12.086969,129.678483
2023-01-03 08:00:00,79.944235,-4.088365,-8.39877,4.398615,35.390787,53.356494,40.994638,198.122043,95.432259,121.283611
2023-01-03 09:00:00,107.293617,10.892459,-37.317152,-2.827339,-11.235207,40.564791,37.29442,214.494003,147.054572,110.535231
2023-01-03 10:00:00,21.523678,0.373753,-77.056441,-91.242739,-116.268332,-23.322439,-97.771653,194.518965,128.423099,27.94373
2023-01-03 11:00:00,-49.239828,-39.40577,-99.191321,-137.803561,-137.026756,-68.248653,-197.041737,144.642702,47.409965,-37.407453
2023-01-03 12:00:00,-143.090812,-131.737915,-121.514869,-177.050206,-119.578448,-144.211818,-307.988399,38.750117,-97.400761,-99.104695
2023-01-03 13:00:00,-142.768608,-136.871222,-113.93979,-173.122776,-112.778028,-155.478154,-278.660598,5.845552,-102.834639,-71.838657
2023-01-03 14:00:00,-109.052894,-99.530197,-123.239124,-168.114164,-147.344608,-153.505649,-146.277754,-58.228384,-47.733808,-17.984558
2023-01-03 15:00:00,-121.849242,-110.803333,-139.730612,-180.014269,-147.010396,-164.990099,-113.60224,-92.030716,-48.54774,-50.626303
2023-01-03 16:00:00,-186.236079,-158.278078,-136.492828,-185.409363,-49.258056,-204.814719,-124.395452,-115.752548,-171.579694,-171.266189
2023-01-03 17:00:00,-254.153289,-124.233241,-114.241107,-203.182951,-25.64956,-277.408479,-138.994271,-135.047177,-369.453473,-167.130676
2023-01-03 18:00:00,-284.244153,-90.847532,-119.045323,-239.129044,-80.022577,-331.92663,-148.992184,-169.729765,-410.540623,-139.596112
2023-01-03 19:00:00,-303.604549,-47.578954,-136.960994,-271.114076,-173.074813,-399.404657,-173.561106,-267.036592,-333.931852,-149.109838
2023-01-03 20:00:00,-283.191715,-53.32675,-131.848822,-232.649411,-162.352784,-380.957656,-161.108937,-281.4116,-266.462556,-166.605528
2023-01-03 21:00:00,-211.181699,-127.172841,-88.518514,-110.229676,-93.414615,-271.938862,-82.755895,-201.220697,-170.053229,-155.227233
2023-01-03 22:00:00,-191.787476,-164.448156,-66.163229,-78.81915,-77.800493,-225.421367,-36.688451,-162.062952,-150.128667,-139.839549
2023-01-03 23:00:00,-187.139614,-121.769245,-59.099707,-54.713852,-60.398775,-178.807947,60.663794,-84.293306,-121.510383,-101.365169
2023-01-04 00:00:00,-104.825397,-50.987777,-112.014156,-1.937782,-56.327514,-87.801227,127.839958,116.832053,-31.315533,19.445243
2023-01-04 01:00:00,-42.197137,-104.58325,-162.472391,5.516735,-106.538803,-17.962013,121.458897,209.856609,38.335735,101.534041
2023-01-04 02:00:00,-10.122515,-266.632943,-281.024381,-71.456522,-267.376372,86.247408,35.013883,269.546838,159.252884,196.930579
2023-01-04 03:00:00,-48.021549,-301.001399,-322.068232,-141.140858,-302.342124,75.380911,-18.601183,245.093255,174.118288,178.191384
2023-01-04 04:00:00,-107.724365,-272.524828,-317.476263,-220.414475,-240.126616,-55.259192,-102.648437,106.904324,76.20591,56.041985
2023-01-04 05:00:00,-98.849827,-227.911458,-274.765666,-196.098931,-186.78181,-100.62783,-129.709854,24.94602,-11.902395,6.826305
2023-01-04 06:00:00,-72.74816,-141.120383,-187.225743,-112.045958,-102.562914,-50.515422,-119.420324,-41.277581,-115.371084,-18.902909
2023-01-04 07:00:00,-75.014084,-113.382851,-164.225132,-106.722741,-67.164522,18.224538,-76.07149,-13.955229,-72.423929,-7.909795
2023-01-04 08:00:00,-34.051791,-80.379173,-168.616666,-110.207608,-27.736076,158.93074,39.119694,95.817248,131.6346,67.968945
2023-01-04 09:00:00,8.417942,-102.690141,-207.998531,-90.634652,-86.19502,122.588313,88.256931,121.028766,151.795618,86.37984
2023-01-04 10:00:00,-41.981344,-152.524009,-223.785176,-131.756196,-135.470509,8.727383,39.267536,78.949025,56.314996,36.983511
2023-01-04 11:00:00,-208.155945,-237.625358,-258.340841,-277.750959,-251.089174,-191.173474,-184.736193,-34.233491,-116.102273,-97.375496
2023-01-04 12:00:00,-239.350142,-240.52564,-269.768687,-301.520874,-296.670944,-198.726466,-274.226625,-70.406609,-117.704885,-149.30228
2023-01-04 13:00:00,-217.020875,-239.005292,-278.025687,-252.306368,-289.557591,-117.856366,-278.288912,-49.112712,-41.769823,-163.754028
2023-01-04 14:00:00,-231.348274,-258.619672,-296.072105,-255.365769,-272.274463,-112.344418,-240.58811,-16.410331,-44.960315,-131.836261
2023-01-04 15:00:00,-273.596341,-310.119719,-337.181975,-319.883793,-280.424019,-150.463209,-195.669394,-6.147742,-120.315661,-55.19094
2023-01-04 16:00:00,-199.471538,-298.339704,-295.054615,-316.848217,-257.29901,-133.615695,-196.441541,-44.376016,-155.482662,-17.471728
2023-01-04 17:00:00,-163.231609,-253.180838,-248.589997,-297.574288,-238.640022,-148.663083,-226.654491,-73.710592,-157.845557,-39.965994
2023-01-04 18:00:00,-176.073445,-192.610609,-219.146521,-283.841561,-246.985829,-251.307616,-328.05209,-136.028231,-113.550262,-152.462416
2023-01-04 19:00:00,-220.017316,-216.611211,-251.136853,-304.096911,-289.772535,-297.72998,-369.623863,-176.527318,-97.937387,-202.463888
2023-01-04 20:00:00,-342.503417,-294.388718,-299.005216,-384.163999,-426.859234,-348.046796,-399.538301,-299.687129,-196.945417,-239.078272
2023-01-04 21:00:00,-394.35444,-319.997246,-305.047239,-423.757285,-464.018272,-374.527848,-401.046402,-340.472207,-282.151745,-242.709191
2023-01-04 22:00:00,-446.176818,-382.568801,-378.81116,-466.155821,-394.994747,-436.221872,-432.761281,-310.234718,-370.614053,-262.799548
2023-01-04 23:00:00,-443.083842,-410.937905,-439.153957,-462.166025,-338.502793,-455.154043,-451.313963,-267.462931,-358.253972,-264.548234
2023-01-05 00:00:00,-388.552442,-408.033383,-496.824355,-449.09209,-334.57704,-463.823386,-441.484387,-200.154684,-293.105585,-272.232691
2023-01-05 01:00:00,-353.56805,-408.05355,-506.406757,-485.260818,-443.338708,-437.846463,-460.779849,-184.419919,-248.143916,-368.413494
2023-01-05 02:00:00,-344.915358,-433.665488,-531.966189,-494.399754,-490.008918,-385.688828,-497.44353,-184.410077,-213.30197,-387.4718
2023-01-05 03:00:00,-298.798799,-505.609099,-560.782086,-462.711845,-530.619435,-258.344639,-546.54442,-156.327022,-157.882617,-242.673128
2023-01-05 04:00:00,-285.105242,-516.597494,-530.452689,-444.776434,-519.498316,-253.859643,-547.041319,-135.210447,-186.595903,-162.715634
2023-01-05 05:00:00,-300.410487,-421.330845,-423.38906,-397.22511,-444.719555,-311.603421,-506.373503,-102.942906,-266.8719,-181.562838
2023-01-05 06:00:00,-284.337804,-353.723193,-372.608667,-347.184301,-388.884088,-286.238128,-455.982714,-100.885656,-251.289793,-231.418261
2023-01-05 07:00:00,-135.04721,-242.227531,-230.473717,-164.041848,-211.748825,-149.572615,-273.200979,-172.32127,-145.766123,-251.205435
2023-01-05 08:00:00,26.424775,-83.015225,-103.75931,17.664525,-61.059461,-93.070105,-122.462816,-228.526996,-89.024984,-226.532383
2023-01-05 09:00:00,39.945569,-13.836359,-95.168174,33.597971,-63.45432,-97.580022,-132.174757,-209.418146,-93.406969,-224.452844
2023-01-05 10:00:00,-28.094383,21.577509,-105.014668,-20.242388,-152.349126,-115.652499,-243.910021,-154.227262,-133.778455,-155.583283
2023-01-05 11:00:00,-64.391561,-35.064148,-118.398566,-43.64274,-192.526429,-124.055017,-278.305151,-141.837091,-169.964343,-105.169957
2023-01-05 12:00:00,-102.836114,-226.069211,-197.632264,-84.020892,-244.724766,-102.401357,-284.86626,-132.807723,-224.770922,-92.062775
2023-01-05 13:00:00,-87.851032,-254.459109,-216.509516,-79.386801,-239.057532,-66.081828,-267.515203,-120.414854,-201.200676,-104.354408
2023-01-05 14:00:00,23.957846,-67.840218,-121.154259,12.782114,-120.408953,-29.326038,-161.61093,-81.809164,-106.125301,-96.6176
2023-01-05 15:00:00,84.931317,53.31953,-47.714013,53.700875,-37.768714,-31.297114,-89.016876,-53.687328,-72.834559,-83.659285
2023-01-05 16:00:00,133.020489,101.97735,10.307962,66.993708,53.966057,29.622431,-18.44536,28.33809,7.526241,6.221107
2023-01-05 17:00:00,99.531205,-8.293755,-77.496248,68.162246,12.790048,111.131477,-54.065226,56.328427,53.552259,83.372503
2023-01-05 18:00:00,86.493967,-47.872645,-136.363411,46.873574,-50.361617,95.57322,-105.519973,38.534989,20.503006,38.364594
2023-01-05 19:00:00,40.881217,-104.570726,-199.602436,-116.721679,-225.354072,-78.746769,-298.900264,-58.338076,-128.903319,-160.018281
2023-01-05 20:00:00,-17.377783,-111.886637,-179.535356,-202.208387,-271.07022,-182.839472,-383.631991,-144.431736,-195.435485,-238.502952
2023-01-05 21:00:00,-84.308672,-51.655101,-54.969327,-189.592824,-192.045045,-208.281778,-385.389926,-311.969675,-185.676378,-278.509901
2023-01-05 22:00:00,-52.8874,-11.022538,2.739268,-99.976527,-113.548753,-125.091697,-307.558748,-345.289732,-121.994158,-269.686634
2023-01-05 23:00:00,68.748839,71.250901,83.27969,109.843857,52.925388,56.454148,-64.079341,-282.685699,-28.111976,-220.569022
2023-01-06 00:00:00,124.737973,137.916346,181.883752,176.295623,156.261565,69.487501,45.598048,-208.880001,-46.260183,-112.427315
2023-01-06 01:00:00,88.458647,139.214982,204.072584,122.614925,135.240901,6.524671,-11.493379,-206.488656,-64.111796,-79.078081
2023-01-06 02:00:00,-22.823327,60.033592,80.366649,-45.857269,-26.217311,-120.228916,-217.048245,-168.547834,-55.835031,-144.008629
2023-01-06 03:00:00,-64.908926,1.906216,-29.865937,-98.688344,-111.910292,-156.964529,-290.569637,-142.565591,-48.697413,-219.823029
2023-01-06 04:00:00,-166.260337,-97.469861,-121.85561,-134.586067,-175.295511,-225.998042,-296.348983,-200.67283,-108.440332,-276.585459
2023-01-06 05:00:00,-214.204037,-138.670006,-98.265192,-145.460323,-148.047897,-251.75588,-251.201995,-251.15435,-173.483047,-220.877164
2023-01-06 06:00:00,-220.774174,-184.27673,-66.116697,-128.861365,-40.625076,-203.847466,-158.427472,-247.206759,-277.617066,-75.3534
2023-01-06 07:00:00,-165.85545,-152.643177,-51.980887,-73.908934,15.621572,-123.697999,-112.761083,-203.038316,-269.380865,-48.97006
2023-01-06 08:00:00,6.198392,7.442159,32.886831,81.677816,77.754685,25.96515,5.778834,-130.766971,-139.173861,-74.093007
2023-01-06 09:00:00,91.744248,74.218353,114.831189,115.00598,47.728024,-12.581017,52.92779,-147.753481,-61.523315,-104.570988
2023-01-06 10:00:00,87.014757,57.802421,115.93238,85.500751,43.202091,-60.284574,16.434925,-161.319301,-55.035076,-119.627907
2023-01-06 11:00:00,20.078237,33.078266,34.66951,10.405688,68.290766,-69.282799,-88.749245,-106.869848,-43.566706,-140.698937
2023-01-06 12:00:00,-30.382333,34.041151,2.705502,-25.41081,60.123032,-43.027665,-109.791302,-69.779786,-61.588425,-135.144385
2023-01-06 13:00:00,-96.702629,25.936645,21.857094,-51.707456,6.387241,-27.379111,-73.762203,-109.992216,-144.410871,-84.50436
2023-01-06 14:00:00,-97.373417,22.495842,36.407908,-43.313852,-12.979178,-59.606889,-56.685198,-182.228413,-172.416661,-58.725448
2023-01-06 15:00:00,-53.445504,60.04818,14.049315,-4.922305,-20.240629,-147.54556,-58.882538,-293.216042,-182.490231,-80.157745
2023-01-06 16:00:00,-20.557439,70.480576,-48.930946,-1.639137,-59.189439,-150.022027,-64.752615,-283.971285,-167.252209,-112.403137
2023-01-06 17:00:00,-24.688881,39.869756,-73.276247,-41.708624,-86.907297,-133.934739,-64.425801,-257.593928,-157.242428,-91.336371
2023-01-06 18:00:00,-4.846368,-16.207514,-38.669134,-59.030323,-61.328307,-70.601701,-22.755625,-135.387583,-125.37667,-23.663295
2023-01-06 19:00:00,35.869363,-23.572922,12.717207,-2.817898,-22.271594,-15.739693,-7.729761,-64.734337,-101.201686,0.93056
2023-01-06 20:00:00,80.083813,5.76851,96.360614,70.760161,19.891088,46.057257,-55.099991,-84.322593,-73.951227,3.76518
2023-01-06 21:00:00,52.850932,48.630882,107.33233,60.978957,36.241026,12.930451,-81.539643,-173.43611,-94.970885,-38.004133
2023-01-06 22:00:00,-31.18872,142.574905,106.538268,93.518979,118.591943,-95.98692,-45.60897,-305.823614,-168.592488,-165.703818
2023-01-06 23:00:00,-43.616179,167.070818,114.404735,147.383066,164.76018,-91.205226,16.407561,-291.782514,-167.988322,-178.935778
2023-01-07 00:00:00,22.520511,157.0907,122.354927,176.983781,191.46716,44.805895,150.326491,-200.813959,-75.714099,-38.983007
2023-01-07 01:00:00,100.941569,39.430924,69.38324,82.321903,128.970904,73.696608,137.990687,-215.17094,-33.576943,82.671807
2023-01-07 02:00:00,97.626255,-28.602127,25.053924,49.515486,84.295305,15.645061,83.023026,-227.790225,-60.608038,86.098867
2023-01-07 03:00:00,53.009699,-52.68387,-10.298613,42.429949,8.189581,-81.806711,19.471338,-193.415222,-152.765885,69.673415
2023-01-07 04:00:00,43.450232,-20.497857,12.705595,43.231443,-3.597339,-69.349306,25.649672,-173.266836,-182.277748,70.15961
2023-01-07 05:00:00,33.123494,38.897451,70.340159,33.694452,36.323585,43.58036,44.820925,-142.023982,-133.9151,32.39691
2023-01-07 06:00:00,12.956685,72.708025,91.622193,41.997805,58.733681,72.11788,25.373594,-129.360784,-86.483192,-25.910909
2023-01-07 07:00:00,-28.455079,188.896688,129.210713,114.826225,74.433558,17.638982,-10.130004,-92.900691,-71.742473,-96.390459
2023-01-07 08:00:00,26.197456,209.601715,88.234847,118.198365,71.58221,-16.912077,72.837951,5.191389,-58.296855,40.920271
2023-01-07 09:00:00,68.642155,142.710988,28.789264,68.186586,49.504018,-20.627736,96.013742,41.115753,-28.563562,107.078982
2023-01-07 10:00:00,76.767727,4.328378,-63.028989,8.077131,-34.752341,-24.252113,32.12968,42.312552,13.115289,77.065784
2023-01-07 11:00:00,27.304914,-26.994588,-85.542623,2.241042,-82.463664,-9.546178,0.329778,27.448404,17.234841,31.274875
2023-01-07 12:00:00,-132.262231,-42.52744,-135.287629,-71.673941,-132.276731,13.073567,-3.947794,-14.062727,-23.975009,17.687994
2023-01-07 13:00:00,-194.402104,-42.077653,-151.954605,-119.858929,-127.902114,-3.747392,-2.435124,-44.32792,-59.557644,30.698861
2023-01-07 14:00:00,-218.066636,-60.8811,-119.70302,-120.344611,-116.692805,-78.784027,-11.968542,-137.866714,-107.183263,-1.210563
2023-01-07 15:00:00,-191.860709,-81.38837,-82.439892,-84.748643,-112.788881,-121.14032,-25.610682,-182.572404,-111.098443,-47.287156
2023-01-07 16:00:00,-88.429796,-128.682015,-51.745145,-62.983543,-99.403544,-132.842652,-79.458016,-132.998839,-72.620262,-59.069855
2023-01-07 17:00:00,-29.828488,-191.112975,-129.235558,-140.343206,-142.223577,-30.520085,-76.236005,12.799911,-5.007979,-7.3927
2023-01-07 18:00:00,-54.148589,-231.622443,-197.856672,-167.224783,-180.750779,-1.34137,-39.395133,40.791841,16.224116,-27.507819
2023-01-07 19:00:00,-148.841361,-280.283774,-287.521456,-133.811222,-200.321646,-53.530938,10.245173,63.819342,13.098819,-52.206057
2023-01-07 20:00:00,-189.366119,-243.642566,-252.886259,-99.225959,-157.444018,-90.81142,7.565832,87.925193,8.829744,-3.735066
2023-01-07 21:00:00,-200.055857,-83.143372,-64.965736,-56.388954,-24.662983,-53.749659,16.130815,92.93965,53.37126,130.915523
2023-01-07 22:00:00,-165.89758,-44.234056,12.773043,-49.105567,15.575767,-3.605681,25.572837,54.745325,64.745462,147.329684
2023-01-07 23:00:00,-114.238329,-101.202514,60.294941,-48.848141,9.077552,7.069918,-3.604197,-18.253229,-34.019441,80.463607
2023-01-08 00:00:00,-167.168644,-152.776648,24.747134,-70.559474,-42.889493,-111.657601,-21.22737,-10.608711,-187.514592,59.468301
2023-01-08 01:00:00,-201.643708,-157.738107,-4.793142,-84.959469,-81.948432,-156.621405,-21.421169,7.714491,-231.109735,62.02866
2023-01-08 02:00:00,-212.932123,-147.460473,-85.993127,-99.573229,-144.904701,-114.543516,-51.268099,19.528822,-190.275802,9.824789
2023-01-08 03:00:00,-187.765579,-138.820329,-136.166649,-109.671851,-150.322526,-73.29391,-69.471885,-7.285525,-128.097206,-19.225602
2023-01-08 04:00:00,-81.17845,-126.782705,-178.717292,-127.5051,-120.311045,-74.70437,-67.866502,-62.908785,6.93772,-20.681794
2023-01-08 05:00:00,-4.390445,-95.946389,-146.740778,-96.868856,-85.511389,-65.807405,-25.917494,-29.063652,76.423165,9.564374
2023-01-08 06:00:00,113.94664,22.574251,-38.076819,63.988969,11.147973,70.939714,133.066134,153.353318,170.334862,114.85446
2023-01-08 07:00:00,130.50992,69.690123,11.244707,148.109821,67.181385,153.303137,214.562405,232.42855,192.354108,162.904666
2023-01-08 08:00:00,114.233826,103.268305,76.486724,215.599283,171.686859,274.165269,297.111943,297.250844,247.454589,224.964531
2023-01-08 09:00:00,75.401733,97.806702,54.346371,172.889418,184.998391,274.396112,213.929411,246.722748,207.48419,211.545035
2023-01-08 10:00:00,59.108845,87.476123,22.176078,149.535422,146.407242,218.302129,156.731696,172.618658,125.281091,169.568038
2023-01-08 11:00:00,20.538578,11.989001,-32.048136,80.925959,35.689635,78.767246,107.633712,44.399634,-27.118152,94.801051
2023-01-08 12:00:00,-31.007388,-47.460827,-40.108396,-2.237011,-10.864285,20.023213,86.587902,38.68208,-70.750912,88.37049
2023-01-08 13:00:00,-169.154251,-134.495581,4.206397,-193.645824,-35.146299,-48.119051,33.946936,56.363773,-126.122743,98.726464
2023-01-08 14:00:00,-201.274171,-145.212864,24.039202,-225.54722,-14.407112,-51.552593,43.817982,30.433755,-133.295778,88.447951
2023-01-08 15:00:00,-159.143876,-97.039131,-21.729243,-170.452553,-2.004678,-16.023977,135.750169,-40.198829,-130.385222,75.561753
2023-01-08 16:00:00,-110.412815,-67.292112,-76.507527,-111.528445,-48.010758,4.038718,154.193589,-14.380955,-146.745526,127.930457
2023-01-08 17:00:00,-106.246796,-97.121973,-73.47041,-91.103423,-46.297662,8.914326,124.796007,37.328078,-113.973289,148.520585
2023-01-08 18:00:00,-82.563486,-166.997799,-73.408968,-76.733828,-49.174578,22.420538,58.825584,146.838988,46.248268,174.022895
2023-01-08 19:00:00,-72.944997,-184.024773,-112.871496,-98.763366,-102.959991,-1.365207,8.729888,151.989809,94.547312,168.645165
2023-01-08 20:00:00,-90.86104,-188.18624,-232.446857,-171.030994,-208.793281,-110.761739,-120.73911,15.47393,24.189952,55.651649
2023-01-08 21:00:00,-94.230285,-155.325485,-248.726926,-177.234233,-201.905965,-140.75229,-148.177008,-59.402588,-36.941194,-7.202793
2023-01-08 22:00:00,-70.595873,7.982151,-127.318162,-111.036527,-109.457287,-79.306636,-71.376305,-73.808384,-91.354162,-25.983119
2023-01-08 23:00:00,-52.167518,98.361175,-34.506895,-63.649624,-49.162982,-19.761285,9.954363,-35.641886,-76.456796,-13.725298
2023-01-09 00:00:00,14.094432,153.218812,92.444406,40.558102,75.397044,58.494861,147.780212,21.941703,25.753385,8.933184
2023-01-09 01:00:00,33.811815,29.703552,109.024579,96.068131,135.709863,81.068464,171.250278,43.153248,65.212557,94.560183
2023-01-09 02:00:00,-16.995946,-62.27139,63.499493,74.7488,137.789291,72.738118,150.643445,45.525854,12.400202,127.706757
2023-01-09 03:00:00,-205.994518,-230.674956,-102.900246,-50.126867,65.298285,-42.112989,62.679621,-36.956434,-180.470735,67.554589
2023-01-09 04:00:00,-301.337297,-258.546262,-151.92759,-109.433166,-6.709497,-139.673757,14.569152,-103.208483,-260.791059,-4.861094
2023-01-09 05:00:00,-369.294595,-196.461084,-75.327986,-125.501126,-69.210154,-240.57825,-4.424871,-76.153174,-256.642756,-63.991102
2023-01-09 06:00:00,-335.079839,-166.28374,5.149031,-105.125679,-22.33202,-215.641215,23.993563,19.710417,-182.221493,-33.250493
2023-01-09 07:00:00,-214.201209,-118.523955,91.084714,-49.961695,128.69371,-116.017348,135.384666,153.910961,-53.522345,51.532781
2023-01-09 08:00:00,-123.382105,-12.935786,27.218322,23.241697,150.760161,-35.648825,233.517477,179.557603,-68.408903,90.263887
