date,OT1,OT2
2023-01-11 17:00:00,0.2089,0.63889
2023-01-11 18:00:00,0.17988,0.7338
2023-01-11 19:00:00,0.16634,0.79167
2023-01-11 20:00:00,0.16828,0.78704
2023-01-11 21:00:00,0.18762,0.73611
2023-01-11 22:00:00,0.21857,0.625
2023-01-11 23:00:00,0.27273,0.52778
2023-01-12 00:00:00,0.36557,0.46528
2023-01-12 01:00:00,0.47002,0.45833
2023-01-12 02:00:00,0.56286,0.45602
2023-01-12 03:00:00,0.62282,0.4537
2023-01-12 04:00:00,0.66538,0.48148
2023-01-12 05:00:00,0.71567,0.53935
2023-01-12 06:00:00,0.29014,0.31019
2023-01-12 07:00:00,0.29594,0.30556
2023-01-12 08:00:00,0.30174,0.2963
2023-01-12 09:00:00,0.32108,0.28009
2023-01-12 10:00:00,0.3617,0.25463
2023-01-12 11:00:00,0.4294,0.23148
2023-01-12 12:00:00,0.52998,0.22685
2023-01-12 13:00:00,0.64797,0.25
2023-01-12 14:00:00,0.74855,0.31481
2023-01-12 15:00:00,0.82592,0.41667
2023-01-12 16:00:00,0.87427,0.52315
2023-01-12 17:00:00,0.88395,0.62037
2023-01-12 18:00:00,0.88201,0.65278
2023-01-12 19:00:00,0.86654,0.66898
2023-01-12 20:00:00,0.85687,0.67593
2023-01-12 21:00:00,0.84139,0.66435
2023-01-12 22:00:00,0.80464,0.58565
2023-01-12 23:00:00,0.74275,0.47917
2023-01-13 00:00:00,0.67505,0.38194
2023-01-13 01:00:00,0.58994,0.30093
2023-01-13 02:00:00,0.4971,0.24074
2023-01-13 03:00:00,0.40039,0.22222
2023-01-13 04:00:00,0.294,0.25
2023-01-13 05:00:00,0.2147,0.30787
2023-01-13 06:00:00,0.18375,0.33565
2023-01-13 07:00:00,0.18182,0.33333
2023-01-13 08:00:00,0.18956,0.31713
2023-01-13 09:00:00,0.2205,0.2963
2023-01-13 10:00:00,0.29594,0.25
2023-01-13 11:00:00,0.40426,0.21296
2023-01-13 12:00:00,0.53578,0.20139
2023-01-13 13:00:00,0.67505,0.24769
2023-01-13 14:00:00,0.78143,0.33796
2023-01-13 15:00:00,0.84333,0.44444
2023-01-13 16:00:00,0.8646,0.53935
2023-01-13 17:00:00,0.8588,0.59259
2023-01-13 18:00:00,0.853,0.61806
2023-01-13 19:00:00,0.82592,0.59259
2023-01-13 20:00:00,0.78917,0.50926
2023-01-13 21:00:00,0.73694,0.40509
2023-01-13 22:00:00,0.67118,0.30324
2023-01-13 23:00:00,0.59574,0.22685
2023-01-14 00:00:00,0.49903,0.18287
2023-01-14 01:00:00,0.40039,0.18287
2023-01-14 02:00:00,0.31335,0.22222
2023-01-14 03:00:00,0.2089,0.26157
2023-01-14 04:00:00,0.2147,0.25231
2023-01-14 05:00:00,0.22244,0.26157
2023-01-14 06:00:00,0.26112,0.24306
2023-01-14 07:00:00,0.33656,0.23843
2023-01-14 08:00:00,0.43714,0.25463
2023-01-14 09:00:00,0.53191,0.30093
2023-01-14 10:00:00,0.59961,0.38194
2023-01-14 11:00:00,0.64023,0.48611
2023-01-14 12:00:00,0.65571,0.57639
2023-01-14 13:00:00,0.65957,0.64815
2023-01-14 14:00:00,0.65957,0.68519
2023-01-14 15:00:00,0.65377,0.68981
2023-01-14 16:00:00,0.64217,0.66204
2023-01-14 17:00:00,0.61896,0.59722
2023-01-14 18:00:00,0.5764,0.50926
2023-01-14 19:00:00,0.52031,0.3912
2023-01-14 20:00:00,0.44487,0.28241
2023-01-14 21:00:00,0.36557,0.20833
2023-01-14 22:00:00,0.2766,0.15972
2023-01-14 23:00:00,0.19149,0.14815
2023-01-15 00:00:00,0.13153,0.17593
2023-01-15 01:00:00,0.088975,0.21991
2023-01-15 02:00:00,0.083172,0.21528
2023-01-15 03:00:00,0.10058,0.20139
2023-01-15 04:00:00,0.12959,0.16898
2023-01-15 05:00:00,0.17602,0.15741
2023-01-15 06:00:00,0.2205,0.16204
2023-01-15 07:00:00,0.31528,0.15972
2023-01-15 08:00:00,0.42553,0.18519
2023-01-15 09:00:00,0.52998,0.24306
2023-01-15 10:00:00,0.61122,0.33102
2023-01-15 11:00:00,0.66151,0.42593
2023-01-15 12:00:00,0.68472,0.50926
2023-01-15 13:00:00,0.68859,0.5787
2023-01-15 14:00:00,0.67118,0.61574
2023-01-15 15:00:00,0.64603,0.60185
2023-01-15 16:00:00,0.62669,0.55787
2023-01-15 17:00:00,0.59768,0.4838
2023-01-15 18:00:00,0.54159,0.37963
2023-01-15 19:00:00,0.46422,0.28935
2023-01-15 20:00:00,0.35783,0.24074
2023-01-15 21:00:00,0.25145,0.22222
2023-01-15 22:00:00,0.18375,0.21065
2023-01-15 23:00:00,0.14507,0.21759
2023-01-16 00:00:00,0.21857,0.34722
2023-01-16 01:00:00,0.21857,0.34491
2023-01-16 02:00:00,0.22244,0.34491
2023-01-16 03:00:00,0.23211,0.34028
2023-01-16 04:00:00,0.27273,0.31944
2023-01-16 05:00:00,0.33656,0.30324
2023-01-16 06:00:00,0.42166,0.30787
2023-01-16 07:00:00,0.5029,0.34722
2023-01-16 08:00:00,0.56093,0.43056
2023-01-16 09:00:00,0.61122,0.53009
2023-01-16 10:00:00,0.65377,0.61806
2023-01-16 11:00:00,0.68472,0.67824
2023-01-16 12:00:00,0.69052,0.7037
2023-01-16 13:00:00,0.68085,0.70602
2023-01-16 14:00:00,0.66538,0.69444
2023-01-16 15:00:00,0.64023,0.625
2023-01-16 16:00:00,0.59768,0.52546
2023-01-16 17:00:00,0.52998,0.43519
2023-01-16 18:00:00,0.45068,0.36343
2023-01-16 19:00:00,0.3675,0.32407
2023-01-16 20:00:00,0.27853,0.33796
2023-01-16 21:00:00,0.18569,0.37037
2023-01-16 22:00:00,0.1412,0.38889
2023-01-16 23:00:00,0.13346,0.40741
2023-01-17 00:00:00,0.12959,0.40741
2023-01-17 01:00:00,0.13346,0.40741
2023-01-17 02:00:00,0.13733,0.38657
2023-01-17 03:00:00,0.16054,0.37037
2023-01-17 04:00:00,0.22244,0.34028
2023-01-17 05:00:00,0.30948,0.30556
2023-01-17 06:00:00,0.40812,0.28935
2023-01-17 07:00:00,0.5087,0.32639
2023-01-17 08:00:00,0.58994,0.40972
2023-01-17 09:00:00,0.64603,0.51852
2023-01-17 10:00:00,0.69052,0.61574
2023-01-17 11:00:00,0.70406,0.67361
2023-01-17 12:00:00,0.69246,0.67824
2023-01-17 13:00:00,0.67698,0.64583
2023-01-17 14:00:00,0.6499,0.57407
2023-01-17 15:00:00,0.61702,0.47222
2023-01-17 16:00:00,0.55513,0.37731
2023-01-17 17:00:00,0.47582,0.30556
2023-01-17 18:00:00,0.38104,0.26852
2023-01-17 19:00:00,0.294,0.29398
2023-01-17 20:00:00,0.22824,0.35648
2023-01-17 21:00:00,0.25145,0.29167
2023-01-17 22:00:00,0.25532,0.29398
2023-01-17 23:00:00,0.25532,0.29167
2023-01-18 00:00:00,0.25919,0.28241
2023-01-18 01:00:00,0.30948,0.26852
2023-01-18 02:00:00,0.38685,0.25231
2023-01-18 03:00:00,0.48356,0.26852
2023-01-18 04:00:00,0.58221,0.3287
2023-01-18 05:00:00,0.66151,0.40972
2023-01-18 06:00:00,0.706,0.52083
2023-01-18 07:00:00,0.73501,0.60417
2023-01-18 08:00:00,0.75629,0.65741
2023-01-18 09:00:00,0.74468,0.69907
2023-01-18 10:00:00,0.73308,0.69907
2023-01-18 11:00:00,0.72534,0.69676
2023-01-18 12:00:00,0.72534,0.65509
2023-01-18 13:00:00,0.70793,0.61806
2023-01-18 14:00:00,0.67505,0.52778
2023-01-18 15:00:00,0.61702,0.42361
2023-01-18 16:00:00,0.53191,0.33102
2023-01-18 17:00:00,0.42166,0.27778
2023-01-18 18:00:00,0.30561,0.27778
2023-01-18 19:00:00,0.20696,0.30093
2023-01-18 20:00:00,0.16441,0.3125
2023-01-18 21:00:00,0.15474,0.31944
2023-01-18 22:00:00,0.1528,0.3125
2023-01-18 23:00:00,0.15474,0.31713
2023-01-19 00:00:00,0.17408,0.30324
2023-01-19 01:00:00,0.21857,0.28241
2023-01-19 02:00:00,0.30368,0.25
2023-01-19 03:00:00,0.42166,0.23843
2023-01-19 04:00:00,0.55126,0.2662
2023-01-19 05:00:00,0.66731,0.34259
2023-01-19 06:00:00,0.74855,0.4537
2023-01-19 07:00:00,0.78917,0.5625
2023-01-19 08:00:00,0.80077,0.63194
2023-01-19 09:00:00,0.7911,0.6412
2023-01-19 10:00:00,0.77756,0.64583
2023-01-19 11:00:00,0.76596,0.64583
2023-01-19 12:00:00,0.74275,0.59722
2023-01-19 13:00:00,0.70793,0.50231
2023-01-19 14:00:00,0.64603,0.38657
2023-01-19 15:00:00,0.5648,0.29861
2023-01-19 16:00:00,0.47582,0.24537
2023-01-19 17:00:00,0.37911,0.23148
2023-01-19 18:00:00,0.57447,0.78935
2023-01-19 19:00:00,0.57253,0.78935
2023-01-19 20:00:00,0.57253,0.78935
2023-01-19 21:00:00,0.57253,0.78935
2023-01-19 22:00:00,0.57447,0.78935
2023-01-19 23:00:00,0.56673,0.78009
2023-01-20 00:00:00,0.54739,0.7662
2023-01-20 01:00:00,0.52224,0.74537
2023-01-20 02:00:00,0.48743,0.71991
2023-01-20 03:00:00,0.45455,0.69444
2023-01-20 04:00:00,0.4236,0.68056
2023-01-20 05:00:00,0.39458,0.66667
2023-01-20 06:00:00,0.3675,0.66435
2023-01-20 07:00:00,0.31141,0.68056
2023-01-20 08:00:00,0.24565,0.7037
2023-01-20 09:00:00,0.24371,0.69213
2023-01-20 10:00:00,0.28627,0.65741
2023-01-20 11:00:00,0.33462,0.62731
2023-01-20 12:00:00,0.37911,0.625
2023-01-20 13:00:00,0.4294,0.64352
2023-01-20 14:00:00,0.4913,0.64815
2023-01-20 15:00:00,0.54739,0.6713
2023-01-20 16:00:00,0.59574,0.69444
2023-01-20 17:00:00,0.63056,0.74306
2023-01-20 18:00:00,0.63636,0.74306
2023-01-20 19:00:00,0.63443,0.72222
2023-01-20 20:00:00,0.61896,0.7037
2023-01-20 21:00:00,0.58994,0.67824
2023-01-20 22:00:00,0.54932,0.65509
2023-01-20 23:00:00,0.49323,0.6412
2023-01-21 00:00:00,0.4294,0.64352
2023-01-21 01:00:00,0.37331,0.63889
2023-01-21 02:00:00,0.32689,0.63426
2023-01-21 03:00:00,0.28433,0.65741
2023-01-21 04:00:00,0.24371,0.69213
2023-01-21 05:00:00,0.23404,0.74537
2023-01-21 06:00:00,0.25338,0.72222
2023-01-21 07:00:00,0.26692,0.69444
2023-01-21 08:00:00,0.29787,0.65509
2023-01-21 09:00:00,0.33462,0.64352
2023-01-21 10:00:00,0.35977,0.63889
2023-01-21 11:00:00,0.39652,0.63657
2023-01-21 12:00:00,0.4352,0.63194
2023-01-21 13:00:00,0.47582,0.64815
2023-01-21 14:00:00,0.51644,0.64583
2023-01-21 15:00:00,0.62282,0.65278
2023-01-21 16:00:00,0.62476,0.65046
2023-01-21 17:00:00,0.62669,0.64815
2023-01-21 18:00:00,0.61315,0.63426
2023-01-21 19:00:00,0.55319,0.60185
2023-01-21 20:00:00,0.48356,0.58333
2023-01-21 21:00:00,0.42553,0.58102
2023-01-21 22:00:00,0.37137,0.59722
2023-01-21 23:00:00,0.32108,0.62269
2023-01-22 00:00:00,0.2824,0.65278
2023-01-22 01:00:00,0.24952,0.67361
2023-01-22 02:00:00,0.23211,0.68056
2023-01-22 03:00:00,0.2205,0.69676
2023-01-22 04:00:00,0.23017,0.68056
2023-01-22 05:00:00,0.24565,0.66898
2023-01-22 06:00:00,0.26692,0.6412
2023-01-22 07:00:00,0.29207,0.6088
2023-01-22 08:00:00,0.32495,0.57176
2023-01-22 09:00:00,0.35397,0.5463
2023-01-22 10:00:00,0.38491,0.52315
2023-01-22 11:00:00,0.43133,0.5
2023-01-22 12:00:00,0.4913,0.4838
2023-01-22 13:00:00,0.55126,0.47917
2023-01-22 14:00:00,0.59768,0.49074
2023-01-22 15:00:00,0.6499,0.53704
2023-01-22 16:00:00,0.68859,0.59954
2023-01-22 17:00:00,0.7118,0.62037
2023-01-22 18:00:00,0.70406,0.61343
2023-01-22 19:00:00,0.70019,0.61111
2023-01-22 20:00:00,0.67118,0.56944
2023-01-22 21:00:00,0.61702,0.52546
2023-01-22 22:00:00,0.55706,0.50694
2023-01-22 23:00:00,0.50097,0.50463
2023-01-23 00:00:00,0.43907,0.52315
2023-01-23 01:00:00,0.38491,0.55324
2023-01-23 02:00:00,0.34236,0.59259
2023-01-23 03:00:00,0.30948,0.63426
2023-01-23 04:00:00,0.28627,0.6713
2023-01-23 05:00:00,0.27079,0.69907
2023-01-23 06:00:00,0.27079,0.6875
2023-01-23 07:00:00,0.28433,0.66435
2023-01-23 08:00:00,0.30754,0.63889
2023-01-23 09:00:00,0.33462,0.61574
2023-01-23 10:00:00,0.37331,0.58102
2023-01-23 11:00:00,0.42747,0.54398
2023-01-23 12:00:00,0.71373,0.40741
2023-01-23 13:00:00,0.706,0.40972
2023-01-23 14:00:00,0.70986,0.40972
2023-01-23 15:00:00,0.7176,0.40972
2023-01-23 16:00:00,0.72147,0.40972
2023-01-23 17:00:00,0.706,0.40741
2023-01-23 18:00:00,0.6441,0.39583
2023-01-23 19:00:00,0.56673,0.38657
2023-01-23 20:00:00,0.49903,0.37731
2023-01-23 21:00:00,0.44294,0.37731
2023-01-23 22:00:00,0.39265,0.37963
2023-01-23 23:00:00,0.35397,0.38426
2023-01-24 00:00:00,0.32882,0.39583
2023-01-24 01:00:00,0.32689,0.40278
2023-01-24 02:00:00,0.34043,0.40046
2023-01-24 03:00:00,0.37718,0.39352
2023-01-24 04:00:00,0.43714,0.37963
2023-01-24 05:00:00,0.50677,0.37269
2023-01-24 06:00:00,0.57834,0.36806
2023-01-24 07:00:00,0.6441,0.36806
2023-01-24 08:00:00,0.70793,0.37037
2023-01-24 09:00:00,0.76596,0.37963
2023-01-24 10:00:00,0.81044,0.38426
2023-01-24 11:00:00,0.83559,0.3912
2023-01-24 12:00:00,0.82592,0.3912
2023-01-24 13:00:00,0.7853,0.38657
2023-01-24 14:00:00,0.7176,0.37963
2023-01-24 15:00:00,0.63443,0.37269
2023-01-24 16:00:00,0.54739,0.37269
2023-01-24 17:00:00,0.47002,0.375
2023-01-24 18:00:00,0.40619,0.37963
2023-01-24 19:00:00,0.35783,0.38426
2023-01-24 20:00:00,0.32495,0.39583
2023-01-24 21:00:00,0.30561,0.40509
2023-01-24 22:00:00,0.29981,0.40972
2023-01-24 23:00:00,0.31528,0.40509
2023-01-25 00:00:00,0.3501,0.40278
2023-01-25 01:00:00,0.40232,0.40046
2023-01-25 02:00:00,0.46422,0.39583
2023-01-25 03:00:00,0.52805,0.39352
2023-01-25 04:00:00,0.58801,0.3912
2023-01-25 05:00:00,0.64797,0.39352
2023-01-25 06:00:00,0.70406,0.40046
2023-01-25 07:00:00,0.75048,0.40741
2023-01-25 08:00:00,0.78723,0.41435
2023-01-25 09:00:00,0.83559,0.41898
2023-01-25 10:00:00,0.83752,0.42361
2023-01-25 11:00:00,0.83559,0.4213
2023-01-25 12:00:00,0.82979,0.4213
2023-01-25 13:00:00,0.82785,0.42361
2023-01-25 14:00:00,0.82592,0.4213
2023-01-25 15:00:00,0.80464,0.41435
2023-01-25 16:00:00,0.75822,0.40046
2023-01-25 17:00:00,0.70213,0.3912
2023-01-25 18:00:00,0.65764,0.38194
2023-01-25 19:00:00,0.59961,0.37731
2023-01-25 20:00:00,0.53191,0.37963
2023-01-25 21:00:00,0.46422,0.3912
2023-01-25 22:00:00,0.40426,0.40509
2023-01-25 23:00:00,0.3617,0.41667
2023-01-26 00:00:00,0.33656,0.42361
2023-01-26 01:00:00,0.34043,0.42824
2023-01-26 02:00:00,0.37524,0.42824
2023-01-26 03:00:00,0.42747,0.42361
2023-01-26 04:00:00,0.4971,0.41898
2023-01-26 05:00:00,0.56673,0.41204
2023-01-26 06:00:00,0.6325,0.40972
2023-01-26 07:00:00,0.69246,0.41204
