date,OT1,OT2
203,0.44954,-0.09386
204,0.44954,-0.07904
205,0.39026,-0.04446
206,0.31122,-0.04446
207,0.22724,-0.01976
208,0.1482,-0.01976
209,0.0741,-0.00988
210,0.0247,-0.00494
211,-0.00988,0.0
212,-0.05434,0.00494
213,-0.0741,0.01482
214,-0.08398,0.00494
215,-0.10374,0.01482
216,-0.09386,0.01482
217,-0.0988,0.01482
218,-0.09386,0.00494
219,-0.09386,0.01976
220,-0.08892,0.01976
221,-0.10374,0.03952
222,-0.06916,0.0247
223,-0.08892,0.0494
224,-0.07904,-0.01482
225,0.13832,-0.0741
226,0.70148,-0.14326
227,1.1214,-0.11362
228,0.76076,-0.03458
229,0.29146,0.00494
230,0.18772,-0.01482
231,0.1482,-0.00988
232,0.08892,-0.00988
233,0.0247,0.00988
234,0.01482,0.00494
235,-0.0247,0.0
236,-0.04446,0.00494
237,-0.05928,0.00988
238,-0.06422,0.00494
239,-0.09386,0.01976
240,-0.05928,0.01482
241,-0.07904,0.02964
242,-0.06422,0.01976
243,-0.07904,0.02964
244,-0.07904,0.02964
245,-0.09386,0.04446
246,-0.06422,0.02964
247,-0.06422,0.03458
248,-0.05434,0.02964
249,-0.0494,0.01976
250,-0.03952,0.01482
251,-0.00988,0.0247
252,0.01976,0.01976
253,0.03458,0.01976
254,0.0494,0.00988
255,0.0741,-0.00494
256,0.0988,0.0
257,0.11856,0.0
258,0.15808,-0.0247
259,0.19266,-0.0247
260,0.23218,-0.0247
261,0.2717,-0.03952
262,0.2964,-0.04446
263,0.3211,-0.05928
264,0.38532,-0.05928
265,0.38532,-0.05928
266,0.38532,-0.04446
267,0.33098,-0.03952
268,0.2717,-0.01482
269,0.1976,-0.00988
270,0.1482,-0.01482
271,0.08398,-0.01482
272,0.03952,-0.00494
273,0.01482,0.00494
274,-0.01482,0.00494
275,-0.00988,0.00988
276,-0.0247,0.01482
277,-0.02964,0.01976
278,-0.0494,0.00494
279,-0.05434,0.01482
280,-0.08398,0.01482
281,-0.03952,0.02964
282,-0.05928,0.01976
283,-0.02964,0.03458
284,-0.05434,0.03458
285,-0.05434,0.04446
286,-0.07904,0.04446
287,-0.03458,0.04446
288,-0.05928,0.03952
289,-0.05434,0.03952
290,-0.05434,0.02964
291,-0.05434,0.03458
292,-0.0494,0.03952
293,-0.04446,0.03952
294,-0.04446,0.03952
295,-0.03952,0.03952
296,-0.04446,0.04446
297,-0.05928,0.05434
298,-0.02964,0.05434
299,-0.03952,0.05434
300,-0.02964,0.06422
301,-0.05928,0.06916
302,-0.0494,0.0741
303,-0.07904,0.0741
304,-0.04446,0.07904
305,-0.06916,0.08398
306,-0.0494,0.08892
307,-0.0494,0.08398
308,-0.05928,0.0988
309,-0.05928,0.09386
310,-0.05434,0.08892
311,-0.06422,0.08892
312,-0.05928,0.08892
313,-0.06422,0.08892
314,-0.0741,0.08892
315,-0.04446,0.08892
316,-0.05928,0.08892
317,-0.04446,0.09386
318,-0.0494,0.08398
319,-0.04446,0.0988
320,-0.04446,0.10374
321,-0.03458,0.10868
322,-0.03952,0.10374
323,-0.03952,0.11362
324,-0.03952,0.11362
325,-0.0494,0.1235
326,-0.04446,0.11856
327,-0.03458,0.11856
328,-0.04446,0.1235
329,-0.03458,0.10868
330,-0.03458,0.10868
331,-0.02964,0.11362
332,-0.00988,0.11856
333,-0.03458,0.11362
334,-0.0247,0.11362
335,-0.0494,0.0988
336,-0.03458,0.10868
337,-0.05434,0.10868
338,-0.00988,0.10374
339,-0.03952,0.11362
340,-0.03458,0.11856
341,-0.0494,0.11362
342,-0.05434,0.11856
343,-0.05434,0.11362
344,-0.02964,0.11362
345,-0.05928,0.13338
346,-0.05928,0.12844
347,-0.06422,0.12844
348,-0.05434,0.13832
349,-0.0494,0.13832
350,-0.02964,0.13338
351,-0.02964,0.13338
352,-0.03458,0.11856
353,-0.02964,0.11856
354,-0.03952,0.11856
355,-0.0247,0.11856
356,-0.0247,0.11856
357,-0.03458,0.11362
358,-0.05434,0.11362
359,-0.05434,0.0988
360,-0.05928,0.11856
361,-0.0741,0.11856
362,-0.0494,0.11362
363,-0.0741,0.11362
364,-0.05434,0.1235
365,-0.07904,0.1235
366,-0.0741,0.1235
367,-0.09386,0.13832
368,-0.06916,0.13338
369,-0.08398,0.13832
370,-0.06916,0.14326
371,-0.06422,0.13338
372,-0.05928,0.13338
373,-0.06422,0.13338
374,-0.0494,0.11856
375,-0.04446,0.11856
376,-0.03952,0.1235
377,-0.05434,0.11362
378,-0.06916,0.11362
379,-0.06916,0.11856
380,-0.05434,0.10374
381,-0.05928,0.10374
382,-0.05928,0.11362
383,-0.10868,0.08892
384,0.02964,0.03458
385,0.34086,-0.01482
386,0.92872,-0.10374
387,1.067,-0.08892
388,0.3952,0.02964
389,0.0741,0.08892
390,0.0741,0.07904
391,0.07904,0.0988
392,0.05434,0.11362
393,0.01482,0.11362
394,-0.00988,0.11362
395,-0.01482,0.1235
396,-0.0247,0.13338
397,-0.04446,0.14326
398,-0.01976,0.13338
399,-0.04446,0.13832
400,-0.04446,0.12844
401,-0.05928,0.1235
402,-0.05434,0.10868
403,-0.06422,0.1235
404,-0.03458,0.11362
405,-0.04446,0.11856
406,-0.05928,0.10868
407,-0.04446,0.10868
408,-0.04446,0.10868
409,-0.05434,0.11856
410,-0.01976,0.11362
411,-0.01482,0.10868
412,0.00494,0.10868
413,0.01482,0.0988
414,0.03952,0.0988
415,0.03952,0.11856
416,0.0741,0.0988
417,0.0988,0.10868
418,0.11362,0.08892
419,0.14326,0.0988
420,0.17784,0.0741
421,0.1976,0.07904
422,0.22724,0.06916
423,0.26182,0.06422
424,0.27664,0.05928
425,0.30628,0.05434
426,0.31616,0.04446
427,0.33098,0.03952
428,0.34086,0.0494
429,0.3458,0.0494
430,0.30628,0.05434
431,0.26676,0.05928
432,0.20748,0.0741
433,0.1482,0.08892
434,0.09386,0.10868
435,0.06916,0.10868
436,0.0247,0.1235
437,0.00494,0.1235
438,-0.00988,0.11362
439,-0.00494,0.10374
440,-0.0494,0.11856
441,-0.00494,0.10868
442,-0.0247,0.11362
443,-0.01482,0.10374
444,-0.01482,0.10868
445,-0.01976,0.11362
446,-0.02964,0.11362
447,-0.01482,0.10868
448,-0.00988,0.10868
449,-0.01976,0.11362
450,-0.01482,0.10374
451,0.0,0.10374
452,0.0,0.11856
453,0.02964,0.11856
454,0.02964,0.11856
455,0.02964,0.11362
456,0.02964,0.11856
457,0.01482,0.11362
458,0.01482,0.12844
459,0.0,0.10868
460,0.02964,0.0988
461,0.00494,0.09386
462,0.01482,0.08892
463,-0.00494,0.08892
464,0.0,0.08892
465,-0.00988,0.0988
466,0.01482,0.0988
467,0.00988,0.0988
468,0.00494,0.10374
469,0.0,0.10374
470,-0.01482,0.0988
471,-0.0247,0.10868
472,-0.00988,0.10868
473,-0.01482,0.11362
474,-0.0247,0.0988
475,-0.0247,0.0988
476,-0.02964,0.10374
477,-0.03952,0.1235
478,-0.03952,0.10868
479,-0.03952,0.10868
480,-0.04446,0.0988
481,-0.02964,0.0988
482,-0.03952,0.07904
483,-0.02964,0.08892
484,-0.03952,0.08892
485,-0.00494,0.08892
486,-0.02964,0.06916
487,-0.01976,0.08398
488,-0.02964,0.08892
489,-0.03952,0.08892
490,-0.03952,0.08892
491,-0.01976,0.08398
492,-0.03952,0.08892
493,-0.04446,0.08892
494,-0.05434,0.08892
495,-0.06422,0.08892
496,-0.08398,0.10374
497,-0.05434,0.10374
498,-0.06916,0.10374
499,-0.05434,0.09386
500,-0.0741,0.0988
501,-0.0494,0.07904
502,-0.05928,0.08892
503,-0.04446,0.07904
504,-0.03952,0.08892
505,-0.03458,0.08398
506,-0.03952,0.07904
507,-0.03952,0.0741
508,-0.03952,0.08398
509,-0.03458,0.08398
510,-0.03458,0.08398
511,-0.03952,0.08398
512,-0.03952,0.08892
513,-0.0247,0.08892
514,-0.0494,0.08892
515,-0.05434,0.0741
516,-0.05928,0.08892
517,-0.06422,0.0741
518,-0.08398,0.0741
519,-0.08892,0.05928
520,-0.08892,0.06916
521,-0.07904,0.06916
522,-0.05434,0.05928
523,-0.0741,0.06422
524,-0.05434,0.06422
525,-0.05434,0.08398
526,-0.0741,0.06916
527,0.00494,0.00988
528,0.2964,-0.05928
529,0.8398,-0.12844
530,1.0127,-0.12844
531,0.41496,0.0
532,0.06422,0.07904
533,0.05434,0.06422
534,0.10374,0.05928
535,0.03952,0.0741
536,0.0247,0.08398
537,0.00988,0.0741
538,-0.00988,0.06916
539,-0.0247,0.0741
540,-0.01976,0.0741
541,-0.03458,0.06916
542,-0.0494,0.06422
543,-0.05928,0.06422
544,-0.0494,0.06422
545,-0.06422,0.06916
546,-0.03952,0.06916
547,-0.03952,0.06422
548,-0.01482,0.06422
549,-0.02964,0.05928
550,-0.01976,0.05434
551,-0.01482,0.06422
552,0.00988,0.06422
553,0.01482,0.06916
554,0.01482,0.06422
555,0.0247,0.06422
556,0.04446,0.05928
557,0.05434,0.05928
558,0.0741,0.0494
559,0.10374,0.04446
560,0.11362,0.04446
561,0.13338,0.03952
562,0.15808,0.01976
563,0.17784,0.01482
564,0.22724,0.00494
565,0.26182,0.0
566,0.2717,-0.0247
567,0.32604,-0.03458
568,0.35568,-0.04446
569,0.41002,-0.03458
570,0.41002,-0.03458
571,0.42978,-0.03458
572,0.40508,-0.01482
573,0.37544,0.0
574,0.30134,0.01482
575,0.21736,0.02964
576,0.13338,0.0494
577,0.09386,0.06422
578,0.05434,0.06422
579,0.0,0.07904
580,-0.0247,0.08398
581,-0.02964,0.08892
582,-0.06422,0.08892
583,-0.02964,0.08892
584,-0.0741,0.0988
585,-0.04446,0.08398
586,-0.06916,0.07904
587,-0.04446,0.0741
588,-0.0494,0.08398
589,-0.0247,0.07904
590,-0.03952,0.0741
591,-0.04446,0.06422
592,-0.03952,0.06422
593,-0.03952,0.06916
594,-0.04446,0.06422
595,-0.02964,0.05928
596,-0.02964,0.06916
597,-0.03458,0.06916
598,-0.03952,0.06422
599,-0.03458,0.06422
600,-0.0494,0.07904
601,-0.0247,0.06916
602,-0.0494,0.07904
603,-0.04446,0.07904
604,-0.05434,0.08398
605,-0.05928,0.07904
606,-0.05928,0.07904
607,-0.03458,0.07904
608,-0.01482,0.08398
609,-0.0247,0.07904
610,-0.0247,0.06916
611,-0.01976,0.06916
612,-0.03952,0.07904
613,-0.02964,0.06916
614,-0.05434,0.06916
615,-0.05928,0.06422
616,-0.0741,0.06422
617,-0.06422,0.0494
618,-0.08892,0.06916
619,-0.06916,0.05434
620,-0.06422,0.06422
621,-0.09386,0.06916
622,-0.08398,0.06916
623,-0.09386,0.06422
624,-0.09386,0.08398
625,-0.08398,0.0741
626,-0.0741,0.06916
627,-0.08398,0.06916
628,-0.07904,0.08398
629,-0.0741,0.0741
630,0.00494,0.00988
631,0.33592,-0.06916
632,0.87932,-0.11362
633,0.85462,-0.08892
634,0.30134,0.05928
635,-0.01482,0.10868
636,0.0,0.05928
637,0.0494,0.04446
638,0.02964,0.0494
639,0.0,0.04446
640,-0.0247,0.06422
641,-0.01976,0.06422
642,-0.03952,0.06422
643,-0.03458,0.06422
644,-0.03458,0.06422
645,-0.03952,0.0741
646,-0.0494,0.08398
647,-0.03458,0.07904
648,-0.03458,0.06916
649,-0.0494,0.05928
650,-0.05928,0.05928
651,-0.05434,0.0494
652,-0.05928,0.0494
653,-0.05928,0.0494
654,-0.05434,0.05928
655,-0.06916,0.05928
656,-0.0741,0.06916
657,-0.08398,0.0741
658,-0.08398,0.07904
659,-0.10868,0.09386
660,-0.08398,0.06916
661,-0.09386,0.08398
662,-0.10374,0.0741
663,-0.10374,0.08892
664,-0.10374,0.06422
665,-0.10374,0.07904
666,-0.1235,0.07904
667,-0.10868,0.08398
668,-0.1235,0.06916
669,-0.11362,0.05434
670,-0.1235,0.05928
671,-0.1235,0.0494
672,-0.11856,0.05434
673,-0.0988,0.0494
674,-0.08892,0.05434
675,-0.08892,0.03952
676,-0.06916,-0.01976
677,-0.02964,-0.08398
678,0.0988,-0.17784
679,0.3705,-0.2964
680,0.63232,-0.37544
681,0.90402,-0.38532
682,1.0868,-0.45942
683,1.2004,-0.5434
684,1.2893,-0.5434
685,1.4721,-0.52858
686,1.5857,-0.45942
687,1.5166,-0.33592
688,1.1164,-0.20254
689,0.65702,-0.12844
690,0.3705,-0.0494
691,0.11362,0.04446
692,-0.03458,0.08398
693,-0.18772,0.10868
694,-0.25194,0.11362
695,-0.30628,0.1235
696,-0.33098,0.1235
697,-0.35568,0.12844
698,-0.3458,0.13338
699,-0.36556,0.12844
700,-0.37544,0.1235
701,-0.40014,0.1235
702,-0.39026,0.12844
703,-0.42484,0.15808
704,-0.3952,0.15314
705,-0.41496,0.15314
706,-0.4199,0.15808
707,-0.42978,0.16796
708,-0.43472,0.15314
709,-0.43966,0.16796
710,-0.4446,0.16796
711,-0.42484,0.1729
712,-0.43966,0.16796
713,-0.43472,0.16796
714,-0.43472,0.16796
715,-0.42978,0.1729
716,-0.4199,0.15314
717,-0.38038,0.14326
718,-0.35568,0.13338
719,-0.31122,0.11856
720,-0.2717,0.10374
721,-0.21242,0.08892
722,-0.16796,0.0988
723,-0.06916,0.0741
724,0.0,0.06916
725,0.04446,0.05928
726,0.08892,0.06422
727,0.09386,0.06422
728,0.10374,0.06916
729,0.06916,0.08398
730,0.06422,0.0741
731,0.03458,0.08398
732,-0.00494,0.0741
733,-0.01482,0.06916
734,-0.03458,0.06916
735,-0.05434,0.0741
736,-0.05928,0.0741
737,-0.0494,0.05928
738,-0.05928,0.05434
739,-0.06422,0.05434
740,-0.07904,0.0494
741,-0.08892,0.05928
742,-0.08892,0.06422
743,-0.08892,0.06916
744,-0.08892,0.07904
745,-0.08892,0.0741
746,-0.08398,0.08892
747,-0.09386,0.08892
748,-0.09386,0.08892
749,-0.10868,0.09386
750,-0.08398,0.0988
751,-0.10374,0.0988
752,-0.0988,0.07904
753,-0.10868,0.08398
754,-0.11362,0.06916
755,-0.10868,0.08398
756,-0.1235,0.06916
757,-0.10374,0.06422
758,-0.1235,0.07904
759,-0.11362,0.0741
760,-0.11362,0.06916
761,-0.10374,0.05928
762,-0.11362,0.06422
763,-0.10374,0.05434
764,-0.08892,0.04446
765,-0.10374,0.03952
766,-0.10868,0.05434
767,-0.11856,0.05928
768,-0.10868,0.06916
769,-0.13338,0.07904
770,-0.10374,0.08398
771,-0.11856,0.09386
772,-0.11856,0.07904
773,-0.10868,0.08892
774,-0.11856,0.06916
775,-0.11362,0.06422
776,-0.11856,0.06916
777,-0.0988,0.05928
778,-0.0988,0.06422
779,-0.09386,0.06422
780,-0.09386,0.05928
781,-0.09386,0.05434
782,-0.10374,0.06422
783,-0.0988,0.06422
784,-0.08398,0.05928
785,-0.10868,0.05434
786,-0.10868,0.06422
787,-0.11856,0.05928
788,-0.11362,0.05434
789,-0.1235,0.06422
790,-0.10868,0.06422
791,-0.11362,0.0741
792,-0.1235,0.0741
793,-0.1235,0.0741
794,-0.1235,0.05928
795,-0.11856,0.06422
796,-0.12844,0.0494
797,-0.10374,0.03952
798,-0.11856,0.03952
799,-0.10374,0.0247
800,-0.0988,0.01976
801,-0.0988,-0.00988
802,-0.05928,-0.05434
803,0.01482,-0.1235
804,0.22724,-0.247
805,0.50388,-0.35568
806,0.75582,-0.3952
807,0.9633,-0.41496
808,1.1016,-0.50388
809,1.1905,-0.55328
810,1.3042,-0.53352
811,1.4721,-0.494
812,1.5413,-0.41002
813,1.4178,-0.2717
814,0.9633,-0.15314
815,0.57304,-0.06916
816,0.28652,0.01482
817,0.06422,0.0741
818,-0.06916,0.11856
819,-0.20748,0.14326
820,-0.25688,0.15314
821,-0.30134,0.15808
822,-0.32604,0.1482
823,-0.34086,0.16796
824,-0.35568,0.15314
825,-0.3458,0.1482
826,-0.3705,0.15314
827,-0.38532,0.16302
828,-0.38532,0.15808
829,-0.40014,0.16302
830,-0.41002,0.16796
831,-0.41496,0.18278
832,-0.40014,0.17784
833,-0.41496,0.18278
834,-0.42484,0.18772
835,-0.42978,0.19266
836,-0.42978,0.18278
837,-0.42978,0.19266
838,-0.43472,0.19266
839,-0.3952,0.19266
840,-0.3952,0.18278
841,-0.38532,0.1729
842,-0.38038,0.16302
843,-0.36062,0.1482
844,-0.32604,0.13832
845,-0.30628,0.13338
846,-0.24206,0.1235
847,-0.18278,0.10374
848,-0.1235,0.08892
849,-0.04446,0.07904
850,0.00988,0.06916
851,0.06916,0.04446
852,0.10374,0.04446
853,0.13338,0.04446
854,0.1482,0.05928
855,0.12844,0.06422
856,0.11362,0.06916
857,0.08892,0.05928
858,0.0741,0.06422
859,0.04446,0.06916
860,0.02964,0.06916
861,0.03458,0.05928
862,0.00988,0.05928
863,0.00988,0.05434
864,-0.00494,0.05434
865,-0.01976,0.0494
866,-0.02964,0.06916
867,-0.03952,0.07904
868,-0.02964,0.07904
869,-0.0494,0.0741
870,-0.05434,0.08398
871,-0.05434,0.07904
872,-0.06422,0.07904
873,-0.06422,0.08398
874,-0.0741,0.09386
875,-0.0494,0.0988
876,-0.0494,0.10868
877,-0.05928,0.10374
878,-0.05928,0.11362
879,-0.06422,0.10868
880,-0.05928,0.09386
881,-0.0741,0.08892
882,-0.05928,0.09386
883,-0.06916,0.09386
884,-0.07904,0.0741
885,-0.08398,0.0741
886,-0.08892,0.05928
887,-0.08398,0.05928
888,-0.10374,0.05434
889,-0.08398,0.03952
890,-0.09386,0.0494
891,-0.11856,0.06422
892,-0.10374,0.06422
893,-0.11362,0.06916
894,-0.11362,0.08398
895,-0.11362,0.09386
896,-0.11362,0.08892
897,-0.0988,0.08892
898,-0.10374,0.09386
899,-0.0988,0.09386
900,-0.10374,0.09386
901,-0.10374,0.09386
902,-0.10374,0.09386
903,-0.0988,0.08398
904,-0.0988,0.0741
905,-0.10868,0.06422
906,-0.10868,0.05928
907,-0.10374,0.06422
908,-0.09386,0.05928
909,-0.09386,0.0741
910,-0.08892,0.06422
911,-0.0741,0.07904
912,-0.08892,0.0741
913,-0.09386,0.06916
914,-0.10374,0.08398
915,-0.0988,0.06916
916,-0.10374,0.08892
917,-0.10868,0.07904
918,-0.07904,0.06916
919,-0.10374,0.08892
920,-0.10374,0.0741
921,-0.0988,0.07904
922,-0.10374,0.06422
923,-0.09386,0.06916
924,-0.0988,0.06916
925,-0.08398,0.05928
926,-0.08398,0.0741
927,-0.08398,0.0741
928,-0.0741,0.0741
929,-0.08398,0.0741
930,-0.08398,0.0741
931,-0.0988,0.08398
932,-0.08398,0.06916
933,-0.08398,0.06422
934,-0.10374,0.06916
935,-0.10868,0.07904
936,-0.11856,0.05928
937,-0.11856,0.05928
938,-0.12844,0.06422
939,-0.1235,0.05928
940,-0.10374,0.06422
941,-0.11362,0.06422
942,-0.0988,0.0741
943,-0.0988,0.0741
944,-0.0988,0.06916
945,-0.11362,0.07904
946,-0.08892,0.0741
947,-0.08892,0.0741
948,-0.09386,0.06422
949,-0.08892,0.06422
950,-0.08398,0.06422
951,-0.08892,0.0741
952,-0.09386,0.07904
953,-0.08892,0.06422
954,-0.08892,0.07904
955,-0.10868,0.06916
956,-0.08892,0.06422
957,-0.0988,0.06916
958,-0.08892,0.07904
959,-0.0988,0.0988
960,-0.06916,0.08398
961,-0.06422,0.08398
962,-0.0741,0.0741
963,-0.07904,0.0741
964,-0.09386,0.06422
965,-0.08892,0.05928
966,-0.10374,0.06916
967,-0.0741,0.06422
968,-0.0741,0.05928
969,-0.08398,0.0494
970,-0.07904,0.05928
971,-0.08892,0.0494
972,-0.08892,0.04446
973,-0.0988,0.04446
974,-0.08398,0.05928
975,-0.08398,0.0741
976,-0.07904,0.06422
977,-0.08398,0.06916
978,-0.08398,0.06422
979,-0.08892,0.06916
980,-0.08398,0.0494
981,-0.0741,0.0494
982,-0.0741,0.03952
983,-0.05928,0.0247
984,-0.04446,-0.0247
985,0.01976,-0.08892
986,0.06916,-0.1482
987,0.33592,-0.30134
988,0.62244,-0.39026
989,0.84474,-0.4199
990,1.0522,-0.43472
991,1.1658,-0.53846
992,1.2597,-0.53846
993,1.4128,-0.51376
994,1.5709,-0.45942
995,1.5709,-0.3458
996,1.3042,-0.21242
997,0.85462,-0.11362
998,0.5187,-0.02964
999,0.25194,0.0494
1000,0.03952,0.0988
1001,-0.08892,0.10868
1002,-0.18772,0.1235
1003,-0.23218,0.12844
1004,-0.27664,0.13338
1005,-0.28652,0.1235
1006,-0.3211,0.1482
1007,-0.31616,0.12844
1008,-0.32604,0.13338
1009,-0.3458,0.13338
1010,-0.3458,0.13832
1011,-0.36556,0.15314
1012,-0.36556,0.16796
1013,-0.39026,0.16796
1014,-0.35568,0.16302
1015,-0.3705,0.1729
1016,-0.38532,0.16302
1017,-0.39026,0.16302
1018,-0.40014,0.16302
1019,-0.3952,0.1729
1020,-0.40508,0.18278
1021,-0.38532,0.17784
1022,-0.38532,0.18278
1023,-0.37544,0.1729
1024,-0.36062,0.16302
1025,-0.36556,0.15314
1026,-0.3458,0.16796
1027,-0.31616,0.15808
1028,-0.27664,0.15314
1029,-0.25194,0.13338
1030,-0.20254,0.12844
1031,-0.1482,0.11856
1032,-0.08398,0.10374
1033,-0.00494,0.08892
1034,0.06916,0.0741
1035,0.11856,0.05928
1036,0.14326,0.0494
1037,0.15808,0.03952
1038,0.15808,0.03952
1039,0.13832,0.05434
1040,0.12844,0.04446
1041,0.10374,0.02964
1042,0.08398,0.02964
1043,0.0494,0.0494
1044,0.03952,0.03458
1045,0.00988,0.05434
1046,0.00988,0.0494
1047,0.00494,0.05434
1048,-0.00494,0.04446
1049,-0.01482,0.04446
1050,-0.03458,0.03952
1051,-0.03458,0.05434
1052,-0.06422,0.06422
1053,-0.02964,0.05928
1054,-0.05928,0.06916
1055,-0.0494,0.08398
1056,-0.06916,0.09386
1057,-0.05434,0.08892
1058,-0.08398,0.0988
1059,-0.05434,0.0741
1060,-0.06916,0.07904
1061,-0.06916,0.08398
1062,-0.06422,0.09386
1063,-0.07904,0.09386
1064,-0.0741,0.10868
1065,-0.06916,0.09386
1066,-0.06916,0.08892
1067,-0.0741,0.09386
1068,-0.07904,0.08892
1069,-0.07904,0.0741
1070,-0.09386,0.08398
1071,-0.07904,0.0741
1072,-0.08892,0.06422
1073,-0.08892,0.06916
1074,-0.10868,0.07904
1075,-0.0988,0.06916
1076,-0.11856,0.06916
1077,-0.08892,0.05434
1078,-0.0988,0.0494
1079,-0.0988,0.05434
1080,-0.08892,0.05928
